years,datetime,city,state,shape,duration (seconds),comments,latitude,longitude 
1998,03 August 1998,wichita,ks,cylinder,180,On lunch break&#44 heading east in car. Stopped at light&#44 saw object in distance above the horizon. An airliner was heading south&#44 away fr,37.6922222,-97.3372222
1998,05 August 1998,deerfield beach,fl,light,600,Strange lights sighted over Deerfield Beach&#44 Florida May 8&#44 1998 at 9:40 PM for 5-10 minutes.,26.3180556,-80.1
1998,05 August 1998,midlothian,il,other,300,Huge&#44 black cube shaped object floating in the night sky.,41.6252778,-87.7175
1998,05 August 1998,new york city (bronx),ny,triangle,600,I was waiting for the Bx32 bus with my wife; I looked up at the sky and saw two small triangular-shaped craft flying two-three hundred,40.7141667,-74.0063889
1998,05 August 1998,pompano beach,fl,triangle,900,At night looked like rocket with bright tail launched 200 miles north near NASA but in 7 minutes it was above us.  Front nose with brig,26.2375,-80.125
1998,06 August 1998,newport,ri,light,1500,Clear night+high visability&#442  yellow lights&#44even shading&#44no vertical movement&#44close proximatey&#44very long visual time,41.49,-71.3133333
1998,06 August 1998,salem,or,light,60.5,TWO PULSING LIGHTS PASSED FROM HORIZON TO HORIZON ON A NORTH TO SOUTH TRAJECTORY,44.9430556,-123.0338889
1998,06 August 1998,chesterfield,mo,unknown,420,See three UFO in a diamond formation causing electrical disturbances in area.,38.6630556,-90.5769444
1998,07 August 1998,west bloomfield,mi,other,180,It was aclear summer night&#44. a silent ship shaped like an iron with alternateing flashing lights&#44out of nowhere hovered a few mins.I,42.5377778,-83.2330556
1998,07 August 1998,albany,ny,rectangle,300,silver cube with rubic cube like center,42.6525,-73.7566667
1998,07 August 1998,lakin,ks,triangle,120,Around 2am I saw a triangular shaped object hover for some time and suddenly move out of sight off my back porch.,37.9405556,-101.2544444
1998,08 August 1998,chatsworth (fort mountain),ga,circle,10,MUFON/GEORGIA FOLLOW-UP REPORT:  Hovering dark mass surrounded by yellow glow,34.7658333,-84.77
1998,08 August 1998,tacoma,wa,other,90,On the morning of approximately August 08&#44 1998 I along with a friend were fishing at the mouth of the Puyallup River where it empties,47.2530556,-122.4430556
1998,08 August 1998,north charleston,sc,unknown,480,Saw a UFO at night in the woods near power lines.,32.8544444,-79.975
1998,09 August 1998,emory (5 mi east of),tx,fireball,4,At 45 Degrees in NNW sky. White ball as big as pencil eraser in hand with halo at first. Bright white like sun fading in intensity unti,32.8744444,-95.7652778
1998,10 August 1998,barrington,nj,diamond,180,I was driving across an overpass on Clements Bridge road&#44 overtop of highway 295&#44 when I saw a round&#44 bright white light through the pa,39.8647222,-75.0555556
1998,10 August 1998,sonora,ca,light,45,It was a red light (not flashing&#44 brighter than Mars) about ten degrees above the horizon&#44 in the East heading towards the South with a,37.9841667,-120.3811111
1998,10 August 1998,austin,tx,triangle,10,Triangular shaped object moving from north to south.  Object was barely discernable from the night sky.  Leading edges faint orange. No,30.2669444,-97.7427778
1998,11 August 1998,los angeles (downtown),ca,fireball,5,a spectacular fireball moving horizontally from south to northeast.. approx. the same height as the regular helicopters and small aircr,34.0522222,-118.2427778
1998,12 August 1998,vilonia (just south of),ar,circle,300,I was talking to some friends outside. I saw an arch of light shaped object moving south slowly&#44 I had to use binoculars to see the arc,35.0838889,-92.2077778
1998,12 August 1998,belton (5mi south on sr y),mo,fireball,2,Green fire ball with orange sparkles trailing behind,38.8119444,-94.5316667
1998,12 August 1998,de leon,tx,light,300,my daughter and I were returnung from town which is about six miles from our house when we saw three round orange colored lights in the,32.1108333,-98.5355556
1998,01 September 1998,cape coral,fl,light,120,a white object was traveling in the eastern sky when we saw a huge blue and red burst of flame speed up the object and travel very fast,26.5625,-81.9497222
1998,01 September 1998,pottstown,pa,triangle,5400,multiple craft of various shapes. All with red &amp; white lights&#44 some pulsing&#44 some strobe. Silent. Eventually chased off by jets. Moveme,40.2452778,-75.65
1998,02 September 1998,austin,tx,circle,3,Shortly after midnight on Monday morning February 9&#44 1998&#44 I observed 9 or 11 glowing white balls in a &quot;V&quot; pattern traveling North in t,30.2669444,-97.7427778
1998,02 September 1998,holland,mi,light,2,bright flashing lights,42.7875,-86.1088889
1998,02 September 1998,grayland,wa,light,1800,bright lights moving from south to north in western sky&#44 in &amp; out of clouds along coast line,46.8102778,-124.0919444
1998,02 September 1998,crescent city,ca,rectangle,1200,Orange object over Crescent City glowed like a burning fireplace log.,41.7561111,-124.2005556
1998,03 September 1998,tucson,az,triangle,600,I was traveling east coming home from work and saw three bright&#44 white lights in the SW sky.  They were appeared to be about the size o,32.2216667,-110.9258333
1998,04 September 1998,costa mesa,ca,egg,600,one object sighted,33.6411111,-117.9177778
1998,04 September 1998,colorado springs,co,other,900,Saw object hovering over Co Springs. Couldn&#39t clearly make out the shape&#44 but it had approx 10-12 lights&#44 most white&#44 a couple yellow a,38.8338889,-104.8208333
1998,04 September 1998,colorado springs,co,other,4,Saw a row of lights for about two seconds&#44they disappeared for about a second then the row of lights came on one after the other from r,38.8338889,-104.8208333
1998,06 September 1998,san bernardino,ca,diamond,600,A 3 dimentional diamond spacecraft that just spinned arround it stayed in the same place for at least ten minutes&#44It spit out 4 colors,34.1083333,-117.2888889
1998,06 September 1998,brownsville,tx,light,900,I just called a friend that also witnessed the UFO to verify the time. As for the sighting goes. About ten of my closest friends and my,25.9013889,-97.4972222
1998,07 September 1998,new york city (brooklyn),ny,disk,60,My son had seen the UFO when he went to look out the window. He was looking straight when he saw a huge UFO with white bright lights at,40.7141667,-74.0063889
1998,07 September 1998,fernley,nv,triangle,600,Was driving home and saw a black triangle craft in the air. Aplane flying by near it and I noticed it was aout 3&#44000feet higher than th,39.6080556,-119.2508333
1998,07 September 1998,sea ranch,ca,unknown,300,Three Objects Looking Like Planets Moving in fast and odd directions:,38.7152778,-123.4533333
1998,09 September 1998,tomah,wi,cylinder,15,looking E&#44 trvin N 2 S. 45 deg up&#44 60deg long.started as cylinder   white/blue then stoped for 1/2 sec then 8 little spheres apeared,43.9786111,-90.5038889
1998,09 September 1998,grayling,mi,sphere,1800,Brownish orange&#44 large lights. a smaller &#44 same colored light came out from under one of the lights. Lights would blink out then reappe,44.6613889,-84.7147222
1998,10 September 1998,noblesville,in,changing,35,translucent craft changing shape and silent,40.0455556,-86.0086111
1998,10 September 1998,pikeville (farmingdale drive),nc,disk,60,I walked outside wearing my red lesned sunglasses and I saw it.  It went SW then NE and had a reflective covering and was moving faster,35.4969444,-77.9822222
1998,10 September 1998,richmond,ky,disk,120,Two of my children and a friend were out on the trampoline&#44 and saw a disc like structure flying very fast and stoped and dropped what,37.7477778,-84.2947222
1998,11 September 1998,peabody,ma,fireball,2,flash of light in sky. fireball coming down to earth at a 90 degree angle.,42.5277778,-70.9291667
1998,11 September 1998,pacifica (rockaway beach),ca,light,5400,First sigtht&#44 large white light&#44when acknowledged&#44 turned to flourescent green.2 large 6 small. Numerous sightings.,37.6138889,-122.4858333
1998,11 September 1998,roseville,ca,light,300,Red light seen in the eastern sky with a likeness of of a laser pointer. It hovered&#44 made a bobbing motion and then faded away.,38.7522222,-121.2869444
1998,11 September 1998,arlington,tx,other,180,Standing in driveway&#44 saw a strange craft; weird altitude for airplane. It made no sound&#44 and moved with speed of the clouds...as if hi,32.7355556,-97.1077778
1998,12 September 1998,phoenix,az,circle,20,strange light moving at high speed,33.4483333,-112.0733333
1998,12 September 1998,kalamazoo,mi,light,60,a little ball of light making little circles in the sky,42.2916667,-85.5872222
1998,12 September 1998,jerseyville (north of),il,light,60,A moving&#44 brightly lit object was about the cross the highway in front of my but vanished.,39.12,-90.3283333
1998,12 September 1998,chagrin falls,oh,light,10,I was outside looking up at the western night sky at 8:43:30pm est&#44 at about 2 o&#39clock high. I saw a small point of light move from the,41.4361111,-81.3866667
1998,12 September 1998,alamosa,co,oval,45,I am a police officer in alamosa colorado. on the date and time above&#44 i was on routine patrol&#44 i was traveling northbound along a coun,37.4694444,-105.8694444
1998,12 September 1998,eureka (sighted from),ca,teardrop,900,Looking out window of house and saw a massive object descending in a straight path to earth near the horizon in the far distance.,40.8022222,-124.1625
1998,01 October 1998,beals,me,circle,16,On my porch my friend and I saw a  round &#44white light in the sky it moved  acrossed the sky faster then the average plane. After about,44.5197222,-67.6155556
1998,01 October 1998,bremerton (over),wa,light,300,10-year old sites ufo above Bremerton.  She explains it as a fire in the sky.  The object moved extremyly slow.,47.5675,-122.6313889
1998,01 October 1998,saginaw,mi,light,300,A round light in the sky hovered then moved in a perfect line from one point to another and disappeared,43.4194444,-83.9508333
1998,01 October 1998,lowell,in,unknown,30,no craft seen.  we heard a bang against the house and the bedroom blinds began turning red as if someone had backed a car up two our be,41.2913889,-87.4205556
1998,02 October 1998,danbury,ct,cylinder,10,While taking an evening walk i saw what i thought was a shooting star. It stopped in the sky and just hovered there.  It was cylander s,41.3947222,-73.4544444
1998,02 October 1998,londonderry,nh,light,45,Driving down the road&#44 saw a greenish light in the sky&#44 slowed down to look at it&#44then it shot off into the sky,42.865,-71.3744444
1998,02 October 1998,sunnyvale,ca,other,10,Green flames&#44 same color as traffic lights. Flames were horizontal but otherwise looked like flames in a fireplace. Lasted only about 1,37.3688889,-122.0352778
1998,02 October 1998,callicoon,ny,oval,1200,In the sky a little to my right(1 or 2 :O&#39clock position) was an object.  Oval and glowing. It was huge.,41.7672222,-75.0566667
1998,02 October 1998,laguna niguel,ca,sphere,20,I witnessed a red object aprox 300-500 yards off a comercial airliners left wing&#44 it kept the same speed for about 20 sec&#44 then it vani,33.5225,-117.7066667
1998,02 October 1998,three points (kitt peak observatory),az,unknown,600,pulsing light to north of kitt peak,32.0766667,-111.3130556
1998,03 October 1998,alexandria,va,chevron,4,March 97 0r 98   4-5 seconds    Alexandria&#44 VA  Chevron shaped  and huge glide overhead then suddenly  go out of sight...,38.8047222,-77.0472222
1998,03 October 1998,savannah (wilmington isl),ga,cone,120,triangle object headed south floated by house in early evening,32.0833333,-81.1
1998,03 October 1998,columbia,sc,diamond,300,Brightly lighted craft hovering over us on Interstate 26.  Had lights shining down from the craft as well as lights shining up into the,34.0005556,-81.035
1998,03 October 1998,windber,pa,formation,300,Tight&#44straight-line formation hovering approx 1000&#39. V-shape intense white light each. Cntr craft left&#44rest followed as observer stoppe,40.2397222,-78.8352778
1998,03 October 1998,santa monica,ca,sphere,90,Metallic sphere over Los Angeles International Airport.,34.0194444,-118.4902778
1998,04 October 1998,el cajon,ca,cigar,600,Observed object&#44 nothing around it.  Pulsing red light&#44 bright-dim-bright-dim. Moved slowly toward us.  Through binoculars&#44 could see m,32.7947222,-116.9616667
1998,04 October 1998,pembroke pines,fl,triangle,300,triangle shapped object over the everglades,26.0027778,-80.2241667
1998,04 October 1998,charleston,sc,unknown,1200,Walking down the outside fire escape looked up and saw several aircraft passing and the one in the middle was leaving a smoke ring trai,32.7763889,-79.9311111
1998,05 October 1998,carpentersville,il,circle,60,Bright round object in sky,42.1211111,-88.2577778
1998,05 October 1998,seattle,wa,fireball,60,Walking from cruise ship to Space Needle.  What appeared to be a Military flair white light with trailing smoke ?Airplane crash.  Looki,47.6063889,-122.3308333
1998,05 October 1998,grand rapids,mn,unknown,10,Too bright for this earth.,47.2372222,-93.53
1998,06 October 1998,chicago,il,circle,2100,Three pearl like or chrone pin ball like objects in figure eight formation in sky,41.85,-87.65
1998,06 October 1998,newalla (canada),ok,other,60,Fast&#44 tiny&#44 lights&#44 glowing not giving off light like a flashlight.,35.405,-97.1625
1998,07 October 1998,new rochelle,ny,cigar,10,A Shuttle Like UFO hovering in the West End part of New Rochelle&#44 New York for seconds before vanishing,40.9113889,-73.7827778
1998,07 October 1998,westford,vt,disk,180,summer of 98... saucer shaped ufo with bright blue lights sighted,44.6119444,-73.0091667
1998,07 October 1998,san angelo,tx,formation,5,We saw five lights in the southwest sky that changed formation and disappeared.  All within a matter of about 5-10 seconds.,31.4636111,-100.4366667
1998,07 October 1998,arnold,mo,light,5,Bright ball of light appears briefly in suburban St. Louis,38.4327778,-90.3775
